"Name","Style","ABV","Ratings","Avg","Score","Reviews","pDev","State","Brewery","Beer_URL"
"Anguish DIPA","American Double / Imperial IPA",8.5,25,4.09,87,3,10.02,"CA","Device Brewing Co.","/beer/profile/32831/111768/"
"Basilica Triple IPA","American Double / Imperial IPA",10.5,25,4,86,3,13.25,"CA","Device Brewing Co.","/beer/profile/32831/110867/"
"Brits In Moscow","Russian Imperial Stout",9.5,21,4.38,88,3,9.36,"CA","Device Brewing Co.","/beer/profile/32831/108682/"
"Integral IPA","American IPA",7,22,4.17,87,2,4.32,"CA","Device Brewing Co.","/beer/profile/32831/161275/"
"Me Too!","American Pale Ale (APA)",4.6,10,4.22,86,1,9.72,"CA","Device Brewing Co.","/beer/profile/32831/127967/"
"Nosegrind Pale Ale","American Pale Ale (APA)",5.5,11,3.94,85,1,8.38,"CA","Device Brewing Co.","/beer/profile/32831/111767/"
"Barrel Of Monkeys","American Barleywine",14,19,3.63,83,8,14.33,"CA","Devil's Canyon Brewing Company","/beer/profile/4950/56134/"
"Belle","Bière de Champagne / Bière Brut",6,40,3.58,83,15,9.78,"CA","Devil's Canyon Brewing Company","/beer/profile/4950/79599/"
"California Sunshine Rye IPA","American IPA",7.1,108,3.32,78,35,16.87,"CA","Devil's Canyon Brewing Company","/beer/profile/4950/56678/"
"Deadicated Amber Ale","American Amber / Red Ale",5.5,52,3.53,82,15,9.07,"CA","Devil's Canyon Brewing Company","/beer/profile/4950/52503/"
"Full Boar Scotch Ale","Scotch Ale / Wee Heavy",7.4,171,3.63,83,50,14.33,"CA","Devil's Canyon Brewing Company","/beer/profile/4950/38878/"
"Rosé Sauvage","American Wild Ale",6.5,21,4.67,90,3,9.64,"CA","Dionysus Brewing Company","/beer/profile/40892/190271/"
"Good Faith","American Strong Ale",9.3,15,3.71,84,3,11.86,"CA","Discretion Brewing","/beer/profile/31171/95872/"
"Oh Black Lager","Schwarzbier",5.8,12,3.41,82,1,14.96,"CA","Discretion Brewing","/beer/profile/31171/95873/"
"Shimmer Pils","German Pilsener",5.3,16,3.41,82,2,12.61,"CA","Discretion Brewing","/beer/profile/31171/91343/"
"Uncle Dave's Rye IPA","American IPA",7,38,3.75,84,2,11.73,"CA","Discretion Brewing","/beer/profile/31171/91344/"
"Teufelweizen","Weizenbock",9.2,13,3.85,84,6,9.87,"CA","Divine Brewing","/beer/profile/34182/77717/"
"Double Secret Probation IPA","American Double / Imperial IPA",NA,12,4.04,85,3,6.68,"CA","Downtown Joe's American Bar And Grill","/beer/profile/9823/47362/"
"Tantric India Pale Ale","American IPA",NA,11,3.63,83,0,11.57,"CA","Downtown Joe's American Bar And Grill","/beer/profile/9823/35613/"
"Beer Attack","Irish Red Ale",5.4,23,3.79,84,6,15.83,"CA","Dr. Jekyll's","/beer/profile/37125/167027/"
"Beer Belly","Kölsch",4.5,30,3.37,81,6,20.77,"CA","Dr. Jekyll's","/beer/profile/37125/161750/"
"Bio Beer","American IPA",6.5,43,3.58,82,25,28.49,"CA","Dr. Jekyll's","/beer/profile/37125/142134/"
"7×70 IPA","American IPA",7,62,3.82,85,8,9.95,"CA","Drake's Brewing Co.","/beer/profile/3835/122791/"
"Alpha Session","American Pale Ale (APA)",3.8,189,3.98,88,60,12.06,"CA","Drake's Brewing Co.","/beer/profile/3835/63994/"
"Aroma Coma","American IPA",6.7,727,4.25,94,149,8.94,"CA","Drake's Brewing Co.","/beer/profile/3835/51728/"
"Aroma Flora","Saison / Farmhouse Ale",5.8,12,4.21,86,1,9.74,"CA","Drake's Brewing Co.","/beer/profile/3835/128714/"
"Aroma Prieta","American IPA",6.5,141,4.1,90,31,8.78,"CA","Drake's Brewing Co.","/beer/profile/3835/66481/"
"Aroma Therapy","American Double / Imperial IPA",10.2,15,4.15,86,2,4.82,"CA","Drake's Brewing Co.","/beer/profile/3835/184123/"
"Bourbon Barrel Drakonic","American Double / Imperial Stout",9.5,36,4.26,89,6,5.87,"CA","Drake's Brewing Co.","/beer/profile/3835/139638/"
"Brandy Barrel Aged Drakonic","American Double / Imperial Stout",9.6,13,4,85,1,8.5,"CA","Drake's Brewing Co.","/beer/profile/3835/115388/"
"Drake's 1500 Pale Ale","American Pale Ale (APA)",5.5,477,3.89,87,136,11.31,"CA","Drake's Brewing Co.","/beer/profile/3835/25095/"
"Drake's Amber Ale","Extra Special / Strong Bitter (ESB)",5.9,113,3.77,85,46,10.08,"CA","Drake's Brewing Co.","/beer/profile/3835/8304/"
"Drake's Black Robusto Porter","American Porter",6.3,226,4,89,47,8.75,"CA","Drake's Brewing Co.","/beer/profile/3835/48162/"
"Drake's Blonde Ale","Kölsch",4.8,64,3.62,83,24,10.77,"CA","Drake's Brewing Co.","/beer/profile/3835/8632/"
"Drake's Denogginizer","American Double / Imperial IPA",9.75,868,3.92,88,227,10.46,"CA","Drake's Brewing Co.","/beer/profile/3835/22273/"
"Drake's Drakonic Imperial Stout","Russian Imperial Stout",8.75,498,3.97,89,230,9.82,"CA","Drake's Brewing Co.","/beer/profile/3835/12172/"
"Drake's Dry Stout","Irish Dry Stout",6.5,33,3.99,86,6,10.03,"CA","Drake's Brewing Co.","/beer/profile/3835/74647/"
"Drake's Hefe-weizen","Hefeweizen",4.9,93,3.53,81,30,13.88,"CA","Drake's Brewing Co.","/beer/profile/3835/14846/"
"Drake's Hopocalypse","American Double / Imperial IPA",9.3,696,4.11,91,177,9.49,"CA","Drake's Brewing Co.","/beer/profile/3835/46649/"
"Drake's IPA","American IPA",7,540,3.91,88,218,10.23,"CA","Drake's Brewing Co.","/beer/profile/3835/10308/"
"Drake's Red Eye","American Amber / Red Ale",6.5,14,3.23,81,3,20.12,"CA","Drake's Brewing Co.","/beer/profile/3835/59587/"
"Electric Owl","American Brown Ale",8,31,3.84,85,10,8.33,"CA","Drake's Brewing Co.","/beer/profile/3835/248967/"
"Expedition Ale","American Amber / Red Ale",7,90,3.96,87,70,9.34,"CA","Drake's Brewing Co.","/beer/profile/3835/9510/"
"Exxpedition Imperial Red Ale","American Amber / Red Ale",8,13,3.78,84,1,4.76,"CA","Drake's Brewing Co.","/beer/profile/3835/103455/"
"Hella Fresh Pale Ale","American Pale Ale (APA)",5.5,10,4.07,85,1,10.07,"CA","Drake's Brewing Co.","/beer/profile/3835/103306/"
"Hop Salad","American Double / Imperial IPA",9,24,4.34,88,13,7.83,"CA","Drake's Brewing Co.","/beer/profile/3835/35363/"
"Hop Sandwich","American Double / Imperial IPA",8.5,10,4.6,87,1,13.26,"CA","Drake's Brewing Co.","/beer/profile/3835/112519/"
"Hop Vice","American IPA",6.2,10,3.75,84,2,8.8,"CA","Drake's Brewing Co.","/beer/profile/3835/276183/"
"Hopocalypse Black Label","American Double / Imperial IPA",12.5,170,4.26,93,46,8.45,"CA","Drake's Brewing Co.","/beer/profile/3835/78126/"
"Hopocalypse Green Label","American Double / Imperial IPA",9.3,27,4.23,88,7,5.91,"CA","Drake's Brewing Co.","/beer/profile/3835/215884/"
"Hopocalypse Red Label (Blood Orange IPA)","American Double / Imperial IPA",9,61,4.08,88,14,6.37,"CA","Drake's Brewing Co.","/beer/profile/3835/206315/"
"Hopocalypse White Label (Imperial White IPA)","American Double / Imperial IPA",8.4,52,4.1,88,9,5.61,"CA","Drake's Brewing Co.","/beer/profile/3835/206314/"
"Jolly Rodger","American Double / Imperial Stout",9,12,3.99,85,0,4.26,"CA","Drake's Brewing Co.","/beer/profile/3835/157540/"
"Jolly Rodger Imperial Coffee Porter","American Porter",8.1,64,4.17,89,13,6,"CA","Drake's Brewing Co.","/beer/profile/3835/198429/"
"Jolly Rodger with Blue Bottle Coffee","American Double / Imperial Stout",9,139,4.1,90,16,9.76,"CA","Drake's Brewing Co.","/beer/profile/3835/144201/"
"Kick Back Seasonal Release IPA","American IPA",4.3,17,3.85,85,3,7.27,"CA","Drake's Brewing Co.","/beer/profile/3835/230452/"
"Omega Session","American Black Ale",3.8,15,3.66,84,1,7.65,"CA","Drake's Brewing Co.","/beer/profile/3835/96141/"
"Post-Hopocalypse","American Pale Ale (APA)",4,10,3.67,84,2,11.44,"CA","Drake's Brewing Co.","/beer/profile/3835/111850/"
"Rakish Ryewine","American Barleywine",11.5,24,4.18,87,2,12.68,"CA","Drake's Brewing Co.","/beer/profile/3835/112074/"
"Santa's Brass","English Barleywine",13.8,12,4.36,87,3,6.19,"CA","Drake's Brewing Co.","/beer/profile/3835/156435/"
"War Pigeon","American Double / Imperial IPA",8,34,4.1,87,11,7.32,"CA","Drake's Brewing Co.","/beer/profile/3835/239586/"
"Double IPA","American Double / Imperial IPA",8.6,11,3.67,84,1,12.53,"CA","Duck Foot Brewing Co.","/beer/profile/40535/172973/"
"Duck Foot Duckzilla Double White IPA","American Double / Imperial IPA",8.6,10,3.93,85,2,6.36,"CA","Duck Foot Brewing Co.","/beer/profile/40535/173353/"
"Duck Foot West Coast IPA","American IPA",6.5,11,3.85,84,2,7.79,"CA","Duck Foot Brewing Co.","/beer/profile/40535/173355/"
"""The Great Impression"" Stock Ale","Old Ale",11.4,20,3.8,84,8,7.89,"CA","Dust Bowl Brewing Company - Downtown Taproom","/beer/profile/20430/106309/"
"""Therapist"" Triple IPA","American Double / Imperial IPA",11,120,4.11,90,17,9.25,"CA","Dust Bowl Brewing Company - Downtown Taproom","/beer/profile/20430/81744/"
"Black Blizzard","Russian Imperial Stout",9.4,43,4.26,89,7,11.27,"CA","Dust Bowl Brewing Company - Downtown Taproom","/beer/profile/20430/104437/"
"Galaxy Pale Ale","American Pale Ale (APA)",5.4,15,3.62,83,5,15.47,"CA","Dust Bowl Brewing Company - Downtown Taproom","/beer/profile/20430/82030/"
"Hobo Pilsner","German Pilsener",5.3,15,3.39,82,2,17.11,"CA","Dust Bowl Brewing Company - Downtown Taproom","/beer/profile/20430/127514/"
"Hops Of Wrath","American IPA",6.6,177,3.86,86,42,11.4,"CA","Dust Bowl Brewing Company - Downtown Taproom","/beer/profile/20430/50544/"
"Son Of Wrath","American Double / Imperial IPA",9.5,81,3.92,87,17,10.2,"CA","Dust Bowl Brewing Company - Downtown Taproom","/beer/profile/20430/78410/"
"Super Tramp","Wheatwine",9.8,14,3.58,83,1,10.34,"CA","Dust Bowl Brewing Company - Downtown Taproom","/beer/profile/20430/114419/"
"Taco Truck Lager","American Pale Lager",4.7,10,3.85,84,5,7.01,"CA","Dust Bowl Brewing Company - Downtown Taproom","/beer/profile/20430/240370/"
"Therapist Imperial IPA","American Double / Imperial IPA",10.4,32,4.04,87,6,6.68,"CA","Dust Bowl Brewing Company - Downtown Taproom","/beer/profile/20430/146370/"
"Equinox","American Wild Ale",6.6,46,3.76,84,14,13.83,"CA","Eagle Rock Brewery","/beer/profile/21651/56910/"
"Ginger Saison","Saison / Farmhouse Ale",4.8,22,3.65,83,4,7.95,"CA","Eagle Rock Brewery","/beer/profile/21651/70939/"
"Imperialist","American Double / Imperial IPA",NA,24,4.06,86,3,9.36,"CA","Eagle Rock Brewery","/beer/profile/21651/85533/"
"Jubilee","Old Ale",7.8,29,3.74,84,10,11.23,"CA","Eagle Rock Brewery","/beer/profile/21651/64254/"
"La Suerte","American Double / Imperial Stout",14,10,3.72,84,3,11.83,"CA","Eagle Rock Brewery","/beer/profile/21651/272503/"
"Manifesto","Witbier",5.7,70,3.58,82,18,10.61,"CA","Eagle Rock Brewery","/beer/profile/21651/54885/"
"Populist","American IPA",7,188,3.81,85,46,13.39,"CA","Eagle Rock Brewery","/beer/profile/21651/61017/"
"Red Velvet","American Amber / Red Ale",10.8,22,3.69,84,9,14.09,"CA","Eagle Rock Brewery","/beer/profile/21651/57258/"
"Revolution","American Pale Ale (APA)",5.6,69,3.63,83,13,13.5,"CA","Eagle Rock Brewery","/beer/profile/21651/55297/"
"Solidarity","English Dark Mild Ale",3.8,103,3.77,85,31,13,"CA","Eagle Rock Brewery","/beer/profile/21651/54635/"
"Stimulus","Belgian Pale Ale",7.75,36,3.57,82,10,13.73,"CA","Eagle Rock Brewery","/beer/profile/21651/72353/"
"Unionist","Belgian Pale Ale",5.4,21,3.31,81,6,18.13,"CA","Eagle Rock Brewery","/beer/profile/21651/83726/"
"Vanilla Bean Solidarity","English Dark Mild Ale",3.8,11,3.27,82,2,22.94,"CA","Eagle Rock Brewery","/beer/profile/21651/78158/"
"Yearling","Flanders Red Ale",6.6,57,3.99,87,16,11.03,"CA","Eagle Rock Brewery","/beer/profile/21651/69548/"
"Acai Berry Wheat","Fruit / Vegetable Beer",4,163,3.06,74,89,18.3,"CA","Eel River Brewing Co.","/beer/profile/1627/48953/"
"Amber Ale","American Amber / Red Ale",4.75,142,3.21,76,83,16.51,"CA","Eel River Brewing Co.","/beer/profile/1627/4557/"
"California Blonde Ale","American Blonde Ale",5.62,121,3.35,78,57,14.63,"CA","Eel River Brewing Co.","/beer/profile/1627/4558/"
"Climax Noel - Imperial Red Ale","American Amber / Red Ale",9.2,54,3.67,83,40,10.9,"CA","Eel River Brewing Co.","/beer/profile/1627/46056/"
"Earth Thirst Double IPA","American Double / Imperial IPA",8.2,120,3.51,81,40,15.1,"CA","Eel River Brewing Co.","/beer/profile/1627/66508/"
"Emerald Triangle IPA","American IPA",6.7,69,3.62,83,11,14.92,"CA","Eel River Brewing Co.","/beer/profile/1627/127351/"
"Emerald Triangle Session IPA","American IPA",4.5,11,4.23,86,2,9.93,"CA","Eel River Brewing Co.","/beer/profile/1627/179600/"
"Extra Pale Ale","American Pale Ale (APA)",4.8,54,3.15,78,40,18.73,"CA","Eel River Brewing Co.","/beer/profile/1627/45977/"
"I.P.A.","English India Pale Ale (IPA)",7.2,401,3.32,77,232,16.27,"CA","Eel River Brewing Co.","/beer/profile/1627/45978/"
"Onyx Black IPA","American Black Ale",6.8,10,3.98,85,0,12.56,"CA","Eel River Brewing Co.","/beer/profile/1627/114193/"
"Porter","American Porter",5.8,264,3.57,81,169,13.45,"CA","Eel River Brewing Co.","/beer/profile/1627/11426/"
"Raven's Eye Imperial Stout","Russian Imperial Stout",9.5,328,3.75,85,192,12.53,"CA","Eel River Brewing Co.","/beer/profile/1627/12051/"
"Triple Exultation","Old Ale",9.7,327,3.79,85,184,12.93,"CA","Eel River Brewing Co.","/beer/profile/1627/30759/"
"Hoppy Salvation","American IPA",7.35,10,3.55,83,1,17.18,"CA","Eight Bridges Brewing Co.","/beer/profile/34117/120338/"
"Der Kommissar","Weizenbock",7.9,14,3.94,85,11,13.71,"CA","Einhorn Beer Company","/beer/profile/18079/53694/"
"Hefeweizen","Hefeweizen",5.5,16,3.53,83,13,12.46,"CA","Einhorn Beer Company","/beer/profile/18079/44357/"
"Spezial Pilsner","German Pilsener",5,17,3.77,84,15,12.47,"CA","Einhorn Beer Company","/beer/profile/18079/45321/"
"Unikator Doppelbock","Doppelbock",7,23,3.67,83,14,17.44,"CA","Einhorn Beer Company","/beer/profile/18079/48972/"
"5 Lb Sledgehammer","American Double / Imperial IPA",9.1,15,4.13,86,3,4.12,"CA","El Segundo Brewing Company","/beer/profile/25920/259331/"
"Barrel Aged Standard Crude","American Double / Imperial Stout",11.3,36,4.31,89,6,6.96,"CA","El Segundo Brewing Company","/beer/profile/25920/143255/"
"Beginner's Luck (Collaboration With Green Cheek Beer Company)","American Double / Imperial IPA",8.8,15,3.99,85,4,6.77,"CA","El Segundo Brewing Company","/beer/profile/25920/282752/"
"Blue House IPA","American IPA",7,83,3.46,80,5,13.87,"CA","El Segundo Brewing Company","/beer/profile/25920/91284/"
"Blue House Mosaic","American Pale Ale (APA)",5.5,40,3.81,85,4,6.56,"CA","El Segundo Brewing Company","/beer/profile/25920/131442/"
"Broken Skull IPA","American IPA",6.7,113,3.91,87,30,7.93,"CA","El Segundo Brewing Company","/beer/profile/25920/197286/"
"Citra Pale Ale","American Pale Ale (APA)",5.5,278,3.82,86,37,12.3,"CA","El Segundo Brewing Company","/beer/profile/25920/78455/"
"Grand Hill IPA","American IPA",7.2,106,3.91,87,17,9.97,"CA","El Segundo Brewing Company","/beer/profile/25920/97802/"
"HA! HA! Nelson IPA","American IPA",7.5,18,3.93,85,4,6.62,"CA","El Segundo Brewing Company","/beer/profile/25920/256036/"
"Hammerland DIPA","American Double / Imperial IPA",8.6,223,4.16,91,29,6.97,"CA","El Segundo Brewing Company","/beer/profile/25920/154563/"
"Hop Plunge","American Double / Imperial IPA",8.9,53,4.11,88,16,8.27,"CA","El Segundo Brewing Company","/beer/profile/25920/213718/"
"Hop Tanker","American Double / Imperial IPA",9.2,307,4.13,91,39,9.93,"CA","El Segundo Brewing Company","/beer/profile/25920/101286/"
"Hyperion Stout","Foreign / Export Stout",7.8,35,3.72,84,4,10.48,"CA","El Segundo Brewing Company","/beer/profile/25920/80822/"
"Hyperion's Stout - Vanilla","American Double / Imperial Stout",7.8,65,3.7,84,9,10.81,"CA","El Segundo Brewing Company","/beer/profile/25920/91285/"
"Ka-Pau!!","American IPA",7.3,50,3.68,83,10,15.49,"CA","El Segundo Brewing Company","/beer/profile/25920/148365/"
"Mayberry IPA","American IPA",7.1,299,4.2,92,46,7.38,"CA","El Segundo Brewing Company","/beer/profile/25920/109026/"
"Power Plant","American Double / Imperial IPA",10.5,157,4.07,89,31,9.58,"CA","El Segundo Brewing Company","/beer/profile/25920/112576/"
"Schot In Het Donker","Saison / Farmhouse Ale",7.2,12,3.61,83,2,4.99,"CA","El Segundo Brewing Company","/beer/profile/25920/138147/"
"Sleek Zeke","American Pale Wheat Ale",4.5,17,3.82,84,3,8.64,"CA","El Segundo Brewing Company","/beer/profile/25920/133652/"
"Smoky Hollow","Scotch Ale / Wee Heavy",8.1,24,3.69,84,5,10.03,"CA","El Segundo Brewing Company","/beer/profile/25920/104047/"
"Standard Crude Imperial Stout","American Double / Imperial Stout",10.3,57,3.76,84,11,9.57,"CA","El Segundo Brewing Company","/beer/profile/25920/89881/"
"Station No. 1","American Amber / Red Ale",6.7,27,3.77,84,3,11.14,"CA","El Segundo Brewing Company","/beer/profile/25920/121687/"
"Super Beer Bros – Level One","American Double / Imperial IPA",8,18,3.98,85,4,9.3,"CA","El Segundo Brewing Company","/beer/profile/25920/267768/"
"The 105 IPA","American IPA",7.1,13,4.03,85,3,6.45,"CA","El Segundo Brewing Company","/beer/profile/25920/254036/"
"The Pine Tar Incident","American Black Ale",7,29,4.09,87,6,8.07,"CA","El Segundo Brewing Company","/beer/profile/25920/205384/"
"Two 5 Left","American Double / Imperial IPA",8.2,198,4.02,89,27,8.96,"CA","El Segundo Brewing Company","/beer/profile/25920/81976/"
"Wet Hop Simcoe Pale","American Pale Ale (APA)",5.5,13,3.72,84,3,10.22,"CA","El Segundo Brewing Company","/beer/profile/25920/195963/"
"White Dog IPA","American IPA",6.9,139,3.88,86,14,9.79,"CA","El Segundo Brewing Company","/beer/profile/25920/77124/"
"El Toro Deuce Imperial IPA","American Double / Imperial IPA",8,65,3.92,86,43,15.82,"CA","El Toro Brewing Co.","/beer/profile/640/21779/"
"El Toro IPA","American IPA",6.5,93,3.92,87,77,13.78,"CA","El Toro Brewing Co.","/beer/profile/640/1737/"
"El Toro Negro Oatmeal Stout","Oatmeal Stout",NA,66,3.74,84,46,11.5,"CA","El Toro Brewing Co.","/beer/profile/640/1738/"
"El Toro Oro Golden Ale","English Pale Ale",4.8,17,3.41,82,14,16.13,"CA","El Toro Brewing Co.","/beer/profile/640/6767/"
"El Toro Poppy Jasper","American Amber / Red Ale",5.3,80,3.51,81,55,14.81,"CA","El Toro Brewing Co.","/beer/profile/640/1736/"
"El Toro Yo","American Strong Ale",8.2,10,3.85,84,7,13.77,"CA","El Toro Brewing Co.","/beer/profile/640/27613/"
"East Bay IPA","American IPA",6.8,17,4.11,86,6,14.36,"CA","Elevation 66 Brewing","/beer/profile/25256/76726/"
"Golden Spur","Saison / Farmhouse Ale",6.7,12,3.81,84,3,10.76,"CA","Enegren Brewing Company","/beer/profile/25260/79889/"
"Protector","American Double / Imperial IPA",7.5,23,3.9,85,5,11.79,"CA","Enegren Brewing Company","/beer/profile/25260/71497/"
"Valkyrie","Altbier",6.2,37,3.76,84,7,11.44,"CA","Enegren Brewing Company","/beer/profile/25260/71538/"
"Big Sur Golden","American Blonde Ale",4.8,19,3.19,81,9,15.99,"CA","English Ales Brewery","/beer/profile/3055/41661/"
"Black Prince Porter","English Porter",5,35,3.57,83,19,12.89,"CA","English Ales Brewery","/beer/profile/3055/21767/"
"Corkscrew Ale","English Bitter",4.2,12,3.48,83,5,6.61,"CA","English Ales Brewery","/beer/profile/3055/68797/"
"Dragon Slayer IPA","English India Pale Ale (IPA)",5.2,35,3.3,80,13,11.82,"CA","English Ales Brewery","/beer/profile/3055/24078/"
"English Ales Pale Ale","English Pale Ale",6,18,3.73,84,10,12.87,"CA","English Ales Brewery","/beer/profile/3055/9568/"
"Monk's Brown Ale","English Brown Ale",4.8,20,3.5,82,12,11.43,"CA","English Ales Brewery","/beer/profile/3055/24231/"
"Ramsays Fat Lip Ale","Scottish Ale",5.5,28,3.02,78,13,17.88,"CA","English Ales Brewery","/beer/profile/3055/20110/"
"Nightshade","American Double / Imperial Stout",10.3,10,4.17,85,4,6.71,"CA","Epidemic Ales","/beer/profile/41584/182665/"
"Blackberry Blonde Wheat Ale","American Pale Wheat Ale",NA,10,3.56,83,2,9.27,"CA","Etna Brewery","/beer/profile/8540/18937/"
"Old Grind Porter","American Porter",5,21,3.66,83,15,13.93,"CA","Etna Brewery","/beer/profile/8540/15061/"
"Chocolatte Porter","American Porter",6.8,13,3.26,82,4,16.26,"CA","Evans Brewing Co.","/beer/profile/48912/215647/"
"The krHOPen","American IPA",6,16,3.4,82,7,15.29,"CA","Evans Brewing Co.","/beer/profile/48912/228905/"
"2 Hop Collab","American IPA",5.8,39,4.32,90,2,8.33,"CA","Faction Brewing","/beer/profile/33181/112411/"
"A-Town Pale","American Pale Ale (APA)",5.5,22,4.11,86,4,7.3,"CA","Faction Brewing","/beer/profile/33181/116556/"
"Anomaly White Chocolate Milk Stout","Milk / Sweet Stout",6.5,54,3.92,86,7,15.05,"CA","Faction Brewing","/beer/profile/33181/131711/"
"Blitzen IIIPA","American Double / Imperial IPA",10.4,48,4.32,90,6,12.73,"CA","Faction Brewing","/beer/profile/33181/111742/"
"Bornday IIPA","American Double / Imperial IPA",8.5,29,4.34,89,3,8.99,"CA","Faction Brewing","/beer/profile/33181/140319/"
